doll_friend_s2_message,Description,Skip,Additional comments,Identifier iOS,Identifier Android,en-us text,tw text,cn text,th-th text,de text
,,,,storyMusicBoxTutorialCardContent4,story_music_box_tutorial_card_content_4,"With parents as partners, interactive music games spark children's brain development, motor skills, and rhythmic performance.",音樂促進大腦反應，對語言及整體發展有益。幼兒在音樂互動遊戲中，強化動作發展、肢體協調，父母可以在共聽中協助培養孩子的音樂觀察力和律動表現。,音乐促进大脑反应，对语言及整体发展有益。幼儿在音乐互动游戏中，强化动作发展、肢体协调，父母可以在共听中协助培养孩子的音乐观察力和律动表现。,,"Mit den Eltern als Partner fördern interaktive Musikspiele die Gehirnentwicklung, motorischen Fähigkeiten und rhythmischen Leistungen der Kinder."
,,,,contentPlayEspeciallyMineNameAlreadyExistsDialogTitle,content_play_especially_mine_name_already_exists_dialog_title,This name already exists for another playlist. Please try a different name!,您的播放歌單名稱已重複，請重新命名。,您的播放歌单名称已重复，请重新命名。,,Dieser Name existiert bereits für eine andere Playlist. Bitte versuchen Sie es mit einem anderen Namen!
,,,,contentPlayEspeciallyMineNewPlaylistBtn,content_play_especially_mine_new_playlist_btn,New playlist,自創新播放歌單,自创新播放歌单,,Neue Playlist
,,,,storyMusicBoxCardContentExpanded1,story_music_box_card_content_expanded_1,"<b>Three Main Themes of Expert-Curated Playlists</b>\nPixsee collaborates with music education experts to create ""Expert-Curated Playlists"" based on three themes: ""Music Tales the World,"" ""Music Fuels the Mind,"" and ""Having Fun Together."" These playlists adapt to your little one's daily routine, seasons, and celebrations, fostering knowledge, intelligence, and the parent-child bond.\n\n<b>Expert-Guided Notes</b>\nJoy is doubled when shared! Pixsee's music education experts provide guided notes for each playlist, helping parents discover the hidden stories within the music and engage in meaningful conversations, playful activities, and reflective moments with their children.",<b>三大主軸</b>\nPixsee邀請音樂教育專家以「音樂說世界」、「樂聽越聰明」、「享樂在一起」三大主軸，配合孩子的作息活動、季節、節慶，精心打造「專家精選歌單」，擴展孩子的知識、智能、增進親子關係。\n\n<b>專家導聆</b>\n獨樂樂不如眾樂樂 ! Pixsee的音樂教育專家強調共聽互動的重要性，精心為每一份歌單提供導聆短文，幫助父母聽懂樂符間的訊息、帶孩子一起說一說、動一動、 想一想。,<b>三大主轴</b>\nPixsee邀请音乐教育专家以「音乐说世界」、「乐听越聪明」、「享乐在一起」三大主轴，配合孩子的作息活动、季节、节庆，精心打造「专家精选歌单」，扩展孩子的知识、智能、增进亲子关係。\n\n<b>专家导聆</b>\n独乐乐不如众乐乐 ! Pixsee的音乐教育专家强调共听互动的重要性，精心为每一份歌单提供导聆短文，帮助父母听懂乐符间的讯息、带孩子一起说一说、动一动、 想一想。,,"
<b>Drei Hauptthemen von Expertinnen zusammengestellter Playlisten</b>\nPixsee arbeitet mit Experten für Musikausbildung zusammen, um „von Experten zusammengestellte Playlists“ zu erstellen, die auf drei Themen basieren: „Musik erzählt die Welt“, „Musik treibt den Geist an“ und „Gemeinsam Spaß haben.“ Diese Playlists passen sich dem Tagesablauf, den Jahreszeiten und Festen Ihres Kleinen an und fördern Wissen, Intelligenz und die Eltern-Kind-Bindung.\n\n<b>Experten-Anleitungen</b>\nDie Freude verdoppelt sich, wenn man sie teilt! Die Experten für Musikpädagogik von Pixsee stellen zu jeder Playlist geführte Notizen zur Verfügung, die Eltern dabei helfen, die verborgenen Geschichten in der Musik zu entdecken und sich mit ihren Kindern auf sinnvolle Gespräche, spielerische Aktivitäten und besinnliche Momente einzulassen."
,,,,storyMusicBoxCardContentExpanded2,story_music_box_card_content_expanded_2,"Children can learn a lot by listening to music! Much like writers and artists, musicians draw inspiration from the tapestry of time, space, history, culture, and life experiences. Through their compositions, they endeavor to convey a myriad of things – the secrets of nature, the whispers of stars and the moon, murmurs between a Swiss kid and their flock, songs sung by a New Zealand Maori on a rainy day, or the melody of a child's yearning for their mother to pick them up from school. Each song unfolds as a unique story of the world, imparting delicate and fascinating knowledge.",小朋友聽音樂也可以長知識喔！如同作家與藝術家的創作內涵，音樂家受時空背景、歷史文化、生命經驗等影響，也會藉由譜寫一首首樂章，嘗試著告訴我們許許多多的事情，像是：大自然的秘密、星星和月亮的心情、瑞士小朋友跟羊群的對話、紐西蘭毛利族在雨天唱的歌曲、或日本小朋友等媽媽接他放學的心情等，每首曲子都在世界的故事中，傳遞細膩有趣的知識呢！,小朋友听音乐也可以长知识喔！如同作家与艺术家的创作内涵，音乐家受时空背景、历史文化、生命经验等影响，也会藉由谱写一首首乐章，尝试着告诉我们许许多多的事情，像是：大自然的秘密、星星和月亮的心情、瑞士小朋友跟羊群的对话、纽西兰毛利族在雨天唱的歌曲、或日本小朋友等妈妈接他放学的心情等，每首曲子都在世界的故事中，传递细腻有趣的知识呢！,,"Kinder können viel lernen, indem sie Musik hören! Ähnlich wie Schriftsteller und Künstler lassen sich auch Musiker vom Geflecht von Zeit, Raum, Geschichte, Kultur und Lebenserfahrungen inspirieren. Mit ihren Kompositionen versuchen sie, unzählige Dinge zu vermitteln – die Geheimnisse der Natur, das Flüstern der Sterne und des Mondes, das Gemurmel zwischen einem Schweizer Kind und seiner Herde, Lieder, die ein neuseeländischer Maori an einem regnerischen Tag singt, oder die Melodie von der Sehnsucht eines Kindes danach, dass seine Mutter es von der Schule abholt. Jedes Lied entfaltet sich als eine einzigartige Geschichte der Welt und vermittelt zartes und faszinierendes Wissen."
,,,,storyMusicBoxCardContentExpanded3,story_music_box_card_content_expanded_3,"Listening to music can be a powerful tool for enhancing children's intelligence. The Mozart Effect findings have sparked parental interest in the potential of music to boost IQ. Studies suggest that music's hierarchical structure may stimulate spatial and mathematical reasoning, stabilize emotions, and strengthen memory. The diverse pitches and tempos in music also foster language development through listening and mimicking. Children who actively engage with music develop into discerning listeners, artistic appreciators, and even performers, unlocking a wealth of abilities.",聽音樂讓孩子變聰明！莫札特效應的研究結果，讓父母對孩子聽音樂可提高智商的效果充滿期待，且多項研究證實，音樂含層次結構的特性，有助於刺激數理空間智能、穩定情緒、提高記憶力；音樂的音高、節奏等多變性，使聆聽與模仿皆有助於語言能力的發展。對於音樂有反應的孩子，還能培養主動欣賞的能力，進一步成為感受者、審美者、到演奏者，帶來多元能力的啟發。,听音乐让孩子变聪明！莫札特效应的研究结果，让父母对孩子听音乐可提高智商的效果充满期待，且多项研究证实，音乐含层次结构的特性，有助于刺激数理空间智能、稳定情绪、提高记忆力；音乐的音高、节奏等多变性，使聆听与模彷皆有助于语言能力的发展。对于音乐有反应的孩子，还能培养主动欣赏的能力，进一步成为感受者、审美者、到演奏者，带来多元能力的启发。,,"Musikhören kann ein wirksames Mittel zur Verbesserung der Intelligenz von Kindern sein. Die Ergebnisse des Mozart-Effekts haben das Interesse der Eltern am Potenzial von Musik zur Steigerung des IQ geweckt. Studien deuten darauf hin, dass die hierarchische Struktur der Musik das räumliche und mathematische Denken anregen, Emotionen stabilisieren und das Gedächtnis stärken kann. Die unterschiedlichen Tonhöhen und Tempi in der Musik fördern auch die Sprachentwicklung durch Zuhören und Nachahmen. Kinder, die sich aktiv mit Musik auseinandersetzen, entwickeln sich zu anspruchsvollen Zuhörern, Kunstliebhabern und sogar Interpreten und entfalten eine Fülle von Fähigkeiten."
,,,,storyMusicBoxCardContentExpanded4,story_music_box_card_content_expanded_4,"Neurological research shows that listening to music boosts brain activity and sharpens sound and rhythm perception, leading to better language skills. Music education experts highlight interactive musical play with parents as key to boosting child development and strengthening bonds. Rhythmic movement builds coordination and endurance, while playful finger exercises improve fine motor skills. By exposing their children to different musical genres, parents nurture their sense of observation, their emotional connection to sound, and their ability to express themselves through rhythm.",大腦神經醫學研究指出，聆聽音樂助於促進大腦皮質、杏仁核等作用，刺激大腦反應；音樂訓練可刺激對語言的音韻接收，提高語言能力。幼兒接觸音樂可提升整體發展與學習力，音樂教育專家強調「家長透過音樂跟孩子互動與遊戲」 的重要性，增進親子關係，亦能在律動中融入大肌肉動作，強化孩子動作發展、肢體協調與肌耐力。音樂遊戲的拍手和手指動動，能促進小肌肉使用、增加靈敏度。父母可在共聽中協助激發孩子對不同型態音樂的觀察力、感受性和節奏快慢的律動表現。,大脑神经医学研究指出，聆听音乐助于促进大脑皮质、杏仁核等作用，刺激大脑反应；音乐训练可刺激对语言的音韵接收，提高语言能力。幼儿接触音乐可提升整体发展与学习力，音乐教育专家强调「家长透过音乐跟孩子互动与游戏」 的重要性，增进亲子关係，亦能在律动中融入大肌肉动作，强化孩子动作发展、肢体协调与肌耐力。音乐游戏的拍手和手指动动，能促进小肌肉使用、增加灵敏度。父母可在共听中协助激发孩子对不同型态音乐的观察力、感受性和节奏快慢的律动表现。,,"Neurologische Untersuchungen zeigen, dass das Hören von Musik die Gehirnaktivität steigert und die Klang- und Rhythmuswahrnehmung schärft, was zu besseren Sprachkenntnissen führt. Experten für Musikpädagogik betonen, dass interaktives Musikspielen mit Eltern der Schlüssel zur Förderung der kindlichen Entwicklung und zur Stärkung der Bindungen ist. Durch rhythmische Bewegungen werden Koordination und Ausdauer gefördert, während spielerische Fingerübungen die Feinmotorik verbessern. Indem Eltern ihre Kinder mit verschiedenen Musikgenres bekannt machen, fördern sie ihren Beobachtungssinn, ihre emotionale Verbindung zu Klängen und ihre Fähigkeit, sich durch Rhythmus auszudrücken."
,Android system accessibility for control bar,,,,content_play_controlbar_play_or_pause_accessibility,play or pause,播放或暫停,播放或暂停,,abspielen oder pausieren
,Android system accessibility for control bar,,,,content_play_controlbar_volume_accessibility,volume,音量,音量,,Volumen
,,,,__global__urls.expirationSongPixsee,__global__url_expiration_song_pixsee,https://www.pixseecare.com/us/support/pixsee/article/473,https://www.pixseecare.com/tw/support/pixsee/article/473,https://www.pixseecare.com/tw/support/pixsee/article/473,,https://www.pixseecare.com/us/support/pixsee/article/473
,,,,__global__urls.expirationSongPixseePlay,__global__url_expiration_song_pixsee_play,https://www.pixseecare.com/us/support/pixseeplay/article/473,https://www.pixseecare.com/tw/support/pixseeplay/article/473,https://www.pixseecare.com/tw/support/pixseeplay/article/473,,https://www.pixseecare.com/us/support/pixseeplay/article/473
,,,,musicSchedulerTimePickerHr,music_scheduler_time_picker_hr,hr,時,时,,Std
,,,,musicSchedulerTimePickerMin,music_scheduler_time_picker_min,min,分,分,,min.
,,,,musicSchedulerDurationTimeHourMinute,music_scheduler_duration_time_hour_minute,%s hr %s min,%s 時 %s 分,%s 时 %s 分,%s hr %s min,%s Std. %s min.
,,,,musicSchedulerDurationTimeMinute,music_scheduler_duration_time_minute,%s min,%s 分,%s 分,%s min,%s min.
,,,,music.scheduler.bottom.sheet.dialog.sound.list.title,music_scheduler_bottom_sheet_dialog_sound_list_title,Sound list,舒眠音效清單,舒眠音效清单,,Soundliste
,,,,music.scheduler.bottom.sheet.dialog.story.list.title ,music_scheduler_bottom_sheet_dialog_story_list_title,Story list,故事清單,故事清单,,Story-Liste
,,,,music.scheduler.bottom.sheet.dialog.voice.list.title,music_scheduler_bottom_sheet_dialog_voice_list_title,Voice list,錄音清單,录音清单,,Stimmenliste
,,,,oobePixseeNeckNoticeDescription,setup_monitor_warning,Handle Pixsee with care! Delicate sensors are housed where the head meets the neck. Please avoid forceful twisting.,使用Pixsee 時請注意！Pixsee可愛的頭與脖子連接處(如圖標示)含感測器，請避免大力左右扭動Pixsee的頭喔！,使用Pixsee时请注意！Pixsee可爱的头与颈部连接处（如图所示）含感测器，请避免大力左右扭动Pixsee的头喔！,,"Gehen Sie vorsichtig mit Pixsee um! Dort, wo der Kopf auf den Hals trifft, sind empfindliche Sensoren untergebracht. Bitte vermeiden Sie gewaltsames Verdrehen."
,,,,selectedContentToast,,Selected content has been added to Music Scheduler.,將已選的樂曲加入「音樂排程」中,将已选的乐曲加入「音乐排程」中,,Ausgewählte Inhalte wurden zum Music Scheduler hinzugefügt.
,,,,expertCuratedPlaylist,story_bottom_sheet_dialog_expert_curated_playlist,Expert-Curated Playlist,專家精選歌單,专家精选歌单,,Von Expertinnen kuratierte Playliste.
,,,,oobePixseeNeckNoticeTitle,oobe_pixsee_neck_notice_title,Set up Pixsee,Pixsee 設定,Pixsee 设置,,Richten Sie Pixsee ein
